#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
Q24210	P29503	22110040	Post-translational_modification	PPI_directed
Q8I0B7	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KM04	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VE58	P04412	22110040	Post-translational_modification	PPI_directed
Q29QP1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
F6JBA1	P29503	22110040	Post-translational_modification	PPI_directed
C4JC89	P04412	22110040	Post-translational_modification	PPI_directed
P92208	Q7KPX5	19079254;21036869	interaction_from_external_databases	PPI_undirected
E1U3F7	P04412	22110040	Post-translational_modification	PPI_directed
E1U3G1	Q01083	22110040	Post-translational_modification	PPI_directed
O46087	Q00805	22110040	Post-translational_modification	PPI_directed
A2VEX4	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VN82	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9U779	Q08012	22110040	Post-translational_modification	PPI_directed
Q966U7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VZY3	P04412	22110040	Post-translational_modification	PPI_directed
P16371	P91943	17113388;9751710;9783586;21036869;21071413	interaction_from_external_databases	PPI_undirected
P02836	P18502	9165116;21036869	interaction_from_external_databases	PPI_undirected
Q0E971	Q01083	22110040	Post-translational_modification	PPI_directed
E1U3F7	Q01083	22110040	Post-translational_modification	PPI_directed
P25867	Q01083	22110040	Post-translational_modification	PPI_directed
Q6NNA8	Q08012	22110040	Post-translational_modification	PPI_directed
Q95TP2	P91926	22036573;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q23985	Q9V393	14605208;21036869;21071413	interaction_from_external_databases	PPI_undirected
P21519	Q02308	12049762;10545243;21071413	interaction_from_external_databases	PPI_undirected
Q9VL64	P04412	22110040	Post-translational_modification	PPI_directed
P08646	P40417	8722784;7972125;11063697;9389658;11290305;9883586;12586708;8670899;10655223;21071413	interaction_from_external_databases	PPI_undirected
Q1WWC9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q1RKW2	P04412	22110040	Post-translational_modification	PPI_directed
Q24324	P29503	22110040	Post-translational_modification	PPI_directed
G2J5W6	P04412	22110040	Post-translational_modification	PPI_directed
Q9I7T8	P04412	22110040	Post-translational_modification	PPI_directed
Q8IML9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q960G5	Q9VM64	22110040	Post-translational_modification	PPI_directed
D5SHU5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q59DZ3	P18168	9428413;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q8IPP3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B7YZQ1	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VAH7	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q5U119	P04412	22110040	Post-translational_modification	PPI_directed
P91656	Q01083	22110040	Post-translational_modification	PPI_directed
Q32KG0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P07207	P21520	2125959;8913755;21036869;10191054;10959842;11214322;21071413	interaction_from_external_databases	PPI_undirected
D3DMW1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9V393	P11346	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
B4F4X2	Q01083	22110040	Post-translational_modification	PPI_directed
Q9NGX8	Q00805	22110040	Post-translational_modification	PPI_directed
Q86P77	P04412	22110040	Post-translational_modification	PPI_directed
O62618	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8IPP4	Q08012	22110040	Post-translational_modification	PPI_directed
Q86B72	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V9W8	P18824	23331499;12015286;21071413	Interaction_between_pathway_members	PPI_directed
Q9W1T0	Q00805	22110040	Post-translational_modification	PPI_directed
Q9V730	Q9Y169	14998928;21036869	interaction_from_external_databases	PPI_undirected
Q9VLR9	Q01083	22110040	Post-translational_modification	PPI_directed
P83102	Q00805	22110040	Post-translational_modification	PPI_directed
Q8T9B1	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VA38	Q9VVI3	22110040	Post-translational_modification	PPI_directed
B7Z0W0	P04412	22110040	Post-translational_modification	PPI_directed
Q9VDS9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q6NN75	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VDE3	P12370	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q8IGN4	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P18824	P07713	10924470;10903184;21071413	interaction_from_external_databases	PPI_undirected
Q0E971	P04412	22110040	Post-translational_modification	PPI_directed
A5JLB7	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VGP9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q058V4	Q01083	22110040	Post-translational_modification	PPI_directed
P48423	P36872	22036573;21036869	interaction_from_external_databases	PPI_undirected
Q9VHK3	P04412	22110040	Post-translational_modification	PPI_directed
Q5LJP6	Q00805	22110040	Post-translational_modification	PPI_directed
A1ZBM0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A1ZBL5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VYN1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O61444	P04412	22110040	Post-translational_modification	PPI_directed
Q9U470	Q95V55	12908874;21036869	interaction_from_external_databases	PPI_undirected
D1YSG8	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VND3	Q01083	22110040	Post-translational_modification	PPI_directed
B7Z0R6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O96660	Q960V6	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P29349	Q08012	22110040	Post-translational_modification	PPI_directed
A8DYP0	P29503	22110040	Post-translational_modification	PPI_directed
Q6NP58	P29503	22110040	Post-translational_modification	PPI_directed
Q8MSQ7	P29503	22110040	Post-translational_modification	PPI_directed
Q8INB9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VAR0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P16911	P04412	22110040	Post-translational_modification	PPI_directed
P29310	P04412	22110040	Post-translational_modification	PPI_directed
Q7K012	Q01083	22110040	Post-translational_modification	PPI_directed
C0PDF3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8MSW9	Q00805	22110040	Post-translational_modification	PPI_directed
P18824	P04412	22110040	Post-translational_modification	PPI_directed
A4V166	Q08012	22110040	Post-translational_modification	PPI_directed
C0MJE4	Q00805	22110040	Post-translational_modification	PPI_directed
A8WHG7	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VUV4	Q01083	22110040	Post-translational_modification	PPI_directed
C9QP81	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E1U3G2	Q9VM64	22110040	Post-translational_modification	PPI_directed
P02574	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q24190	Q01083	22110040	Post-translational_modification	PPI_directed
Q9NHP1	P29503	22110040	Post-translational_modification	PPI_directed
Q9VMT1	Q08012	22110040	Post-translational_modification	PPI_directed
Q8IMC5	Q9VM64	22110040	Post-translational_modification	PPI_directed
F6J8U9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P16911	P29503	22110040	Post-translational_modification	PPI_directed
E5KZ58	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KK41	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VC32	P29503	22110040	Post-translational_modification	PPI_directed
O18645	P04412	22110040	Post-translational_modification	PPI_directed
Q8MYR7	Q01083	22110040	Post-translational_modification	PPI_directed
E1U3G1	P04412	22110040	Post-translational_modification	PPI_directed
Q02308	Q7JQ36	12049762;21071413	interaction_from_external_databases	PPI_undirected
D3DMK5	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KSD3	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VE37	Q08012	22110040	Post-translational_modification	PPI_directed
Q24458	Q01083	22110040	Post-translational_modification	PPI_directed
Q01842	P11346	8722784;11063697;21071413	interaction_from_external_databases	PPI_undirected
O61443	Q08012	22110040	Post-translational_modification	PPI_directed
O01652	P29503	22110040	Post-translational_modification	PPI_directed
Q4QQA2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VR61	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8IQ91	P29503	22110040	Post-translational_modification	PPI_directed
Q4QPW1	P04412	22110040	Post-translational_modification	PPI_directed
Q7YU60	Q9VM64	22110040	Post-translational_modification	PPI_directed
A9YGT0	Q00805	22110040	Post-translational_modification	PPI_directed
E2QCZ5	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VMY8	Q00805	22110040	Post-translational_modification	PPI_directed
A8DYU9	Q01083	22110040	Post-translational_modification	PPI_directed
Q8T473	P29503	22110040	Post-translational_modification	PPI_directed
D0Z749	P29503	22110040	Post-translational_modification	PPI_directed
Q23977	P07713	10408443;21071413	interaction_from_external_databases	PPI_undirected
D4G7B0	Q01083	22110040	Post-translational_modification	PPI_directed
F6J7F6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9W002	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P07713	P27091	9521913;9636086;8086336;21071413	interaction_from_external_databases	PPI_undirected
B7Z026	P04412	22110040	Post-translational_modification	PPI_directed
P16911	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V3D5	P04412	22110040	Post-translational_modification	PPI_directed
Q9VDE3	P91682	9461217;9693144;21071413	interaction_from_external_databases	PPI_undirected
A1ZBM1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
G2J5W6	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9GV80	Q00805	22110040	Post-translational_modification	PPI_directed
Q9GV80	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9W3K3	Q00805	22110040	Post-translational_modification	PPI_directed
P16912	Q01083	22110040	Post-translational_modification	PPI_directed
Q8T8Y2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P18289	Q95UN8	21036869;11825878;21071413	interaction_from_external_databases	PPI_undirected
Q7KTP1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q24045	P29503	22110040	Post-translational_modification	PPI_directed
E1U3F7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1ZBL9	Q01083	22110040	Post-translational_modification	PPI_directed
B5X0M8	Q9VM64	22110040	Post-translational_modification	PPI_directed
P35128	P04412	22110040	Post-translational_modification	PPI_directed
P12370	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q194S5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VAS9	Q00805	22110040	Post-translational_modification	PPI_directed
C6SUX7	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VVX3	P18502	15710747;21071413	interaction_from_external_databases	PPI_undirected
Q7K115	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E1JGP0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W2J2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q23993	Q08012	22110040	Post-translational_modification	PPI_directed
Q9XYR0	Q01083	22110040	Post-translational_modification	PPI_directed
P09615	P08646	9869644;11051548;9716539;21071413	interaction_from_external_databases	PPI_undirected
Q7KLE5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O17049	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q4QQD0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VHC3	P04412	22110040	Post-translational_modification	PPI_directed
Q5LJN2	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VAH7	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9V4D6	Q00805	22110040	Post-translational_modification	PPI_directed
Q0E981	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P00522	P48462	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P11346	P09615	11526075;10860999;21071413	interaction_from_external_databases	PPI_undirected
Q32KG0	P04412	22110040	Post-translational_modification	PPI_directed
Q8IPK9	Q08012	22110040	Post-translational_modification	PPI_directed
P23647	P29503	22110040	Post-translational_modification	PPI_directed
Q59DW8	Q08012	22110040	Post-translational_modification	PPI_directed
Q95V83	Q01083	22110040	Post-translational_modification	PPI_directed
C6TP19	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VXN5	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VM64	Q02936	23331499;16630821	Interaction_between_pathway_members	PPI_directed
Q27393	P29503	22110040	Post-translational_modification	PPI_directed
Q8IPK9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7KNQ9	Q24324	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P42287	P08646	11606538;8978043;21071413	interaction_from_external_databases	PPI_undirected
Q8IH42	Q01083	22110040	Post-translational_modification	PPI_directed
H1ZYJ5	Q01083	22110040	Post-translational_modification	PPI_directed
Q95TG3	Q08012	22110040	Post-translational_modification	PPI_directed
P91943	P16371	17113388;9783586;23331499;21071413	Interaction_between_pathway_members	PPI_directed
Q02308	P07713	12049762;21071413	interaction_from_external_databases	PPI_undirected
Q0E915	Q01083	22110040	Post-translational_modification	PPI_directed
A4V166	Q01083	22110040	Post-translational_modification	PPI_directed
Q59DY7	Q9VM64	22110040	Post-translational_modification	PPI_directed
D3DME9	Q01083	22110040	Post-translational_modification	PPI_directed
Q94888	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P49762	Q01083	22110040	Post-translational_modification	PPI_directed
Q08012	P29503	22110040	Post-translational_modification	PPI_directed
Q0KI03	Q01083	22110040	Post-translational_modification	PPI_directed
P04412	Q9VVJ6	12169631;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q24324	P51023	8033205;21071413	interaction_from_external_databases	PPI_undirected
Q8T9L5	P29503	22110040	Post-translational_modification	PPI_directed
F0JAT3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9W1F6	Q00805	22110040	Post-translational_modification	PPI_directed
A1Z7T0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
C9QP46	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8SY24	Q01083	22110040	Post-translational_modification	PPI_directed
Q03042	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VXE5	Q08012	22110040	Post-translational_modification	PPI_directed
A1Z7L9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1ZBM1	Q08012	22110040	Post-translational_modification	PPI_directed
A8WHH0	P29503	22110040	Post-translational_modification	PPI_directed
Q86P82	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JQ36	P42003	23331499;10357889;9502733;10075933;9521913;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q9VEX2	Q08012	22110040	Post-translational_modification	PPI_directed
P13677	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JMZ1	P04412	22110040	Post-translational_modification	PPI_directed
Q24045	Q00805	22110040	Post-translational_modification	PPI_directed
E2QD82	P29503	22110040	Post-translational_modification	PPI_directed
O76324	Q9VM64	22110040	Post-translational_modification	PPI_directed
H1ZYB5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1Z7L9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P10981	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0KHW6	P04412	22110040	Post-translational_modification	PPI_directed
O02194	P07207	10903180;23331499;10491396;12651094;11134525;10493744;21071413	Interaction_between_pathway_members	PPI_directed
A1ZBM0	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VDW6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9V3C8	P18475	10882065;22036573;21036869;21071413	interaction_from_external_databases	PPI_undirected
D1YSG8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VI13	P29503	22110040	Post-translational_modification	PPI_directed
P08630	Q9VVI3	22110040	Post-translational_modification	PPI_directed
C5WLP3	Q00805	22110040	Post-translational_modification	PPI_directed
Q966U8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
B6UW17	Q9VM64	22110040	Post-translational_modification	PPI_directed
A9YH73	P04412	22110040	Post-translational_modification	PPI_directed
Q3KN55	Q01083	22110040	Post-translational_modification	PPI_directed
Q6NN53	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P10987	Q00805	22110040	Post-translational_modification	PPI_directed
O16844	P19538	23331499;15063184;14597665;11914126;11090136;15710747;21036869;9244298;10825151;21071413	Interaction_between_pathway_members	PPI_directed
A9YH70	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KT38	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q961B0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0E8L9	Q01083	22110040	Post-translational_modification	PPI_directed
Q9V4D6	Q01083	22110040	Post-translational_modification	PPI_directed
O17049	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q963E5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VE58	Q08012	22110040	Post-translational_modification	PPI_directed
Q32KG0	Q08012	22110040	Post-translational_modification	PPI_directed
Q95TT5	Q01083	22110040	Post-translational_modification	PPI_directed
E6PBX9	Q08012	22110040	Post-translational_modification	PPI_directed
Q29R32	Q9VVI3	22110040	Post-translational_modification	PPI_directed
H1ZY64	Q01083	22110040	Post-translational_modification	PPI_directed
P18824	P36872	10581282;21071413	interaction_from_external_databases	PPI_undirected
Q95U21	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VJA1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VWQ2	Q01083	22110040	Post-translational_modification	PPI_directed
A8WHH0	Q08012	22110040	Post-translational_modification	PPI_directed
O61443	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9W354	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P08181	Q00805	22110040	Post-translational_modification	PPI_directed
C6TP14	Q00805	22110040	Post-translational_modification	PPI_directed
P40417	P05205	11293800;10835392;21071413	interaction_from_external_databases	PPI_undirected
Q9VHF6	P29503	22110040	Post-translational_modification	PPI_directed
Q9VGF9	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VMF3	P04412	22110040	Post-translational_modification	PPI_directed
O44783	P13368	14605208;10089881;10226010;21071413	interaction_from_external_databases	PPI_undirected
Q9NHZ3	P04412	22110040	Post-translational_modification	PPI_directed
Q0E974	Q01083	22110040	Post-translational_modification	PPI_directed
P48462	Q7JQ36	23331499;12134149	Interaction_between_pathway_members	PPI_directed
B6UVZ0	P29503	22110040	Post-translational_modification	PPI_directed
Q59DW8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A8JNK4	Q9VVI3	22110040	Post-translational_modification	PPI_directed
F3YDK3	P04412	22110040	Post-translational_modification	PPI_directed
O18390	P04412	22110040	Post-translational_modification	PPI_directed
C8VV69	Q00805	22110040	Post-translational_modification	PPI_directed
Q24468	Q7JQ36	23331499;10357889	Interaction_between_pathway_members	PPI_directed
A8DY44	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
D3DMK7	P29503	22110040	Post-translational_modification	PPI_directed
H0RNA4	P04412	22110040	Post-translational_modification	PPI_directed
Q94533	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
F3YDL8	Q01083	22110040	Post-translational_modification	PPI_directed
P92208	Q08012	22110040	Post-translational_modification	PPI_directed
E1U3G4	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q24210	Q01083	22110040	Post-translational_modification	PPI_directed
P19538	Q95UN8	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
E1JHR9	Q9VM64	22110040	Post-translational_modification	PPI_directed
C0MKV0	P04412	22110040	Post-translational_modification	PPI_directed
Q9Y0Y6	P04412	22110040	Post-translational_modification	PPI_directed
Q00805	P11346	8812105;21071413	interaction_from_external_databases	PPI_undirected
Q95SI0	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q05652	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KSS0	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VR61	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9GV81	Q01083	22110040	Post-translational_modification	PPI_directed
A9YH68	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P23647	P91682	14597665;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q9GTV1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9W0K0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D3DMK7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1ZA05	P29503	22110040	Post-translational_modification	PPI_directed
E6PBX9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q95R80	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8INB6	Q9VM64	22110040	Post-translational_modification	PPI_directed
A8JNU2	P04412	22110040	Post-translational_modification	PPI_directed
Q6NMX4	Q08012	22110040	Post-translational_modification	PPI_directed
Q95U21	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B9EQU9	Q01083	22110040	Post-translational_modification	PPI_directed
Q961D9	P18824	11955446;11912189;23331499;17113272;21071413	Interaction_between_pathway_members	PPI_directed
Q8IMC6	Q00805	22110040	Post-translational_modification	PPI_directed
Q6NP54	P04412	22110040	Post-translational_modification	PPI_directed
Q9VP17	P29503	22110040	Post-translational_modification	PPI_directed
Q6NP28	Q01083	22110040	Post-translational_modification	PPI_directed
B5RIU6	Q00805	22110040	Post-translational_modification	PPI_directed
O01349	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O96630	Q9VM64	22110040	Post-translational_modification	PPI_directed
P91926	Q9U470	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P18824	P22265	23331499;11784100;10545232;9707400;10924470;12183379;21036869;10205174;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
P29349	P04412	8948575;11014820;21036869;1934068;22110040;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
D0Z749	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VX88	Q00805	22110040	Post-translational_modification	PPI_directed
Q86B72	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q4QQD0	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7K0L4	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VA38	Q08012	22110040	Post-translational_modification	PPI_directed
Q24114	Q02936	23331499;9374407;15963974;21071413	Interaction_between_pathway_members	PPI_directed
C1C3H0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q4AB31	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KV90	Q01083	22110040	Post-translational_modification	PPI_directed
Q0KI03	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9U470	P36872	22036573;21036869	interaction_from_external_databases	PPI_undirected
Q8IMC6	Q9VM64	22110040	Post-translational_modification	PPI_directed
D3DMI7	P04412	22110040	Post-translational_modification	PPI_directed
Q9V7W9	Q08012	22110040	Post-translational_modification	PPI_directed
B7YZD9	Q00805	22110040	Post-translational_modification	PPI_directed
C6SUX7	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q963E6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A1ZBM0	Q08012	22110040	Post-translational_modification	PPI_directed
Q4QQA2	Q01083	22110040	Post-translational_modification	PPI_directed
H1ZYH3	Q01083	22110040	Post-translational_modification	PPI_directed
O46231	P07207	23331499;12919675	Interaction_between_pathway_members	PPI_directed
Q9N9Z5	P04412	22110040	Post-translational_modification	PPI_directed
Q9VIJ4	P04412	22110040	Post-translational_modification	PPI_directed
Q9XZ08	Q9Y169	22036573;21036869	interaction_from_external_databases	PPI_undirected
Q59E20	Q02308	12049762;9383058;21071413	interaction_from_external_databases	PPI_undirected
Q9VND3	Q00805	22110040	Post-translational_modification	PPI_directed
Q9GT68	P04412	22110040	Post-translational_modification	PPI_directed
A4V0X0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W2L2	P04412	22110040	Post-translational_modification	PPI_directed
Q7JQ37	Q08012	22110040	Post-translational_modification	PPI_directed
C8VUZ0	Q00805	22110040	Post-translational_modification	PPI_directed
D0IQ97	Q00805	22110040	Post-translational_modification	PPI_directed
Q8IRJ0	P04412	22110040	Post-translational_modification	PPI_directed
O77438	P28465	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q8MT60	Q01083	22110040	Post-translational_modification	PPI_directed
Q8MT38	P29503	22110040	Post-translational_modification	PPI_directed
P18824	P91943	9751710;15768032;17113388;9783586;10924470;23331499;11258709;21036869;17113272;21071413	Interaction_between_pathway_members	PPI_directed
P18168	P21519	10545243;21071413	interaction_from_external_databases	PPI_undirected
P09208	Q9XTN2	17956857;22068330;23331499;11943559;22028469;10455177;21036869;21071413;10399915	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
A4V166	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P31007	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E1JGM9	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JUY7	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JPM7	P04412	22110040	Post-translational_modification	PPI_directed
Q4V5D7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8T6M0	P04412	22110040	Post-translational_modification	PPI_directed
B7Z0U1	P04412	22110040	Post-translational_modification	PPI_directed
C6TP70	P04412	22110040	Post-translational_modification	PPI_directed
Q9GSP5	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q0KIF7	P29503	22110040	Post-translational_modification	PPI_directed
A4V3G8	P29503	22110040	Post-translational_modification	PPI_directed
E5KZ58	Q9VVI3	22110040	Post-translational_modification	PPI_directed
B7Z0R6	P29503	22110040	Post-translational_modification	PPI_directed
P10041	P07207	11429287;8600026;2509291;12756168;23331499;21036869;12651094;11799064;21071413;10935637;10862754;9778511;11719214;10683181;2338245;9334275;8149916;1418999;8913755	Interaction_between_pathway_members	PPI_directed
Q8IMC6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D2NUE7	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VHF6	P04412	22110040	Post-translational_modification	PPI_directed
A1ZA68	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P23696	Q01083	22110040	Post-translational_modification	PPI_directed
C8VV09	Q01083	22110040	Post-translational_modification	PPI_directed
O61443	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8T9B1	Q01083	22110040	Post-translational_modification	PPI_directed
P18289	P51023	8521492;10903185;21036869;21071413	interaction_from_external_databases	PPI_undirected
H1ZYB5	P04412	22110040	Post-translational_modification	PPI_directed
H1ZYC1	P04412	22110040	Post-translational_modification	PPI_directed
Q9VJ30	P04412	22110040	Post-translational_modification	PPI_directed
Q24213	Q01083	22110040	Post-translational_modification	PPI_directed
O61618	Q00805	22110040	Post-translational_modification	PPI_directed
F0JAN8	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VU14	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B6UW03	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9UAC5	P04412	22110040	Post-translational_modification	PPI_directed
Q7KTP1	P23647	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P28159	Q02308	23331499;9383058;12702684;15710747;8913755;11378391;1617729;16287856;1617730;21071413;10673509;14605208;22036573;408228;10903180;11071771;7954795;21036869	Interaction_between_pathway_members	PPI_directed
E1JJM7	Q00805	22110040	Post-translational_modification	PPI_directed
G4LU15	Q01083	22110040	Post-translational_modification	PPI_directed
A4V402	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q24496	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KSS0	P04412	22110040	Post-translational_modification	PPI_directed
Q9XTN2	Q9U470	10556061;21036869	interaction_from_external_databases	PPI_undirected
Q5LJP5	P29503	22110040	Post-translational_modification	PPI_directed
Q6NPA6	Q01083	22110040	Post-translational_modification	PPI_directed
