#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0019686	FBgn0004569	22110040	Post-translational_modification	PPI_directed
	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0052666	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261988	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000244	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003124	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0026370	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011823	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0011241	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0000524	14605208;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031784	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0004647	10588873;21036869;7848873;10191054;8787754;9286678;21071413	interaction_from_external_databases	PPI_undirected
FBgn0034950	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0038167	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0026181	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0041203	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0262716	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0028410	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011591	FBgn0000463	23331499;12036964;9202123;21071413;9778511	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0024846	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0067864	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0039623	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0261922	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0011739	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0033440	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0001085	FBgn0003371	9671581;9875855;21071413	interaction_from_external_databases	PPI_undirected
FBgn0025743	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0040056	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004462	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003731	FBgn0003205	12750336;11606538;8978043;8384582;11063697;21071413;21036869	interaction_from_external_databases	PPI_undirected
FBgn0003366	FBgn0014388	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004864	FBgn0003612	11504941;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000273	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004436	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264493	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0264607	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0264542	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000043	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0033915	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0002945	10693810;21071413	interaction_from_external_databases	PPI_undirected
FBgn0019990	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0029997	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0023528	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052595	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026064	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003079	FBgn0021818	9814705;11063697;22028469;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003984	FBgn0000490	9056776;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000097	FBgn0003256	8722784;10655223;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015618	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004638	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0053542	FBgn0043903	23331499;12194841	Interaction_between_pathway_members	PPI_directed
FBgn0003317	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000723	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004635	FBgn0003295	21036869;12636917;10887159;12181568;21071413	interaction_from_external_databases	PPI_undirected
FBgn0259734	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0023169	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0011741	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000244	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0039955	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024234	FBgn0003716	9521913;9735359;9636086;23331499;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0030697	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0013987	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0034264	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0028496	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003892	FBgn0003444	11934850;23331499;9598354;21036869;11112325;14556242;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0260934	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0039908	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0261988	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000404	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0002643	FBgn0003079	8722784;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039623	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003091	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0262716	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259174	FBgn0003557	22036573;21071413	interaction_from_external_databases	PPI_undirected
FBgn0032187	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0004784	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000274	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0003256	8722784;7972125;11063697;9389658;11290305;9883586;12586708;8670899;10655223;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011742	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0259712	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0262656	FBgn0001139	21036869;17898168;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003866	FBgn0004009	12183379;21071413	interaction_from_external_databases	PPI_undirected
FBgn0020493	FBgn0003716	9335506;23331499;10357889;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0026063	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0034950	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0046689	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0041203	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0259220	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024728	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052179	FBgn0003205	12169631;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261456	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0045980	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0004462	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0001291	FBgn0001085	10903185;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039623	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0264493	FBgn0261268	16740475;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0030374	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0011742	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0005590	FBgn0003716	23331499;9827802;9827801;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0260440	FBgn0004647	23331499;16113648	Interaction_between_pathway_members	PPI_directed
FBgn0003744	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0041171	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041171	FBgn0015806	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0033915	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004462	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0013759	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0004784	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0029997	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0003716	9521913;23331499;10357889;9409686;21071413;12750335;8653785	Interaction_between_pathway_members	PPI_directed
FBgn0004837	FBgn0000463	10903180;7954795;9778511;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003079	FBgn0003118	11063697;10655223;8033205;21071413	interaction_from_external_databases	PPI_undirected
FBgn0264493	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003557	FBgn0001169	9832525;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010909	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003091	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0263255,FBgn0263395	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0260799	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0020493	FBgn0011648	9335506;23331499;10357889;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0083960	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0264492	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0013762	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0000273	7867063;10049571;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004373	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0037218	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0025800	23331499;10357889;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0011741	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0015402	FBgn0003079	22028469;23331499;21036869;11063697	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0025800	FBgn0011300	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004859	FBgn0000352	15063184;11914126;11090136;15710747;21036869;9244298;10825151;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031050	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0014001	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0262866	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0027609	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015610,FBgn0263979	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0014135	FBgn0005592	11835274;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0004784	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0030812	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004647	FBgn0004837	8749394;23331499;10588874;15710747;9857191;21036869;12781136;10353901;21071413;8742832;11719214;9892565;15668164;9334275;7954795;10903180;11071771;21765394;8913755	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0026063	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0034745	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0260990	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000577	FBgn0003892	9165116;21036869	interaction_from_external_databases	PPI_undirected
FBgn0000723	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0039908	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0005355	11912487;21071413	interaction_from_external_databases	PPI_undirected
FBgn0025800	FBgn0011655	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0039796	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000723	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000042	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0004009	12447392;21071413	interaction_from_external_databases	PPI_undirected
FBgn0001137	FBgn0004889	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0031784	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0016917	FBgn0003607	23331499;18840523	Interaction_between_pathway_members	PPI_directed
FBgn0037808	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264493	FBgn0000711	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0004009	FBgn0000119	9502723;21071413	interaction_from_external_databases	PPI_undirected
	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0013987	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0035590	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0046698	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0023388	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0004889	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0261988	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0011823	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0001291	23331499;8384355	Interaction_between_pathway_members	PPI_directed
FBgn0031149	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0003444	9598354;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011743	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0035533	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003744	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000147	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0027101	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260799	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0085352	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0011217	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0043903	FBgn0004889	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0264598	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0033266	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004784	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0020386	FBgn0015806	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0259685	FBgn0019947	23331499;16440003	Interaction_between_pathway_members	PPI_directed
FBgn0015772	FBgn0002973	23331499;9418906;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0028360	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003733	FBgn0016917	12750336;12183376;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015295	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0030697	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0263510	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000017	FBgn0004647	23331499;9581760;12781136;9892565;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0004889	FBgn0011648	15575970;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0033471	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003731	FBgn0004647	10191054;1980740;9882502;8913755;21071413	interaction_from_external_databases	PPI_undirected
FBgn0036044	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010583	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0005640	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0023083	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0000097	9224720;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031030	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003557	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0026181	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0024811	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0053993	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0035590	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0260990	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0030864	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000414	FBgn0000017	7680635;9926937;2502313;10798396;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015296	FBgn0003733	10882065;22036573;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0014388	FBgn0004390	23331499;10089881;21036869;10226010;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0040056	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0259680	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0039796	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0036460	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0028360	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0010877	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0023081	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0261530	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0004859	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000711	FBgn0011300	23331499;12134149	Interaction_between_pathway_members	PPI_directed
FBgn0015765	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000274	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003733	FBgn0003557	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0040056	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0005355	FBgn0001079	9858670;8307322;1468628;15710747;21036869;14611647;12163413;10825151;11252182;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000489	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0033901	FBgn0011591	23331499;15380241	Interaction_between_pathway_members	PPI_directed
FBgn0259685	FBgn0000117	10581282;21071413	interaction_from_external_databases	PPI_undirected
FBgn0040068	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0031855	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0262733	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003444	FBgn0261988	23331499;17483466	Interaction_between_pathway_members	PPI_directed
FBgn0020251	FBgn0014135	10433902;21071413	interaction_from_external_databases	PPI_undirected
FBgn0021818	FBgn0003079	10557308;9814705;23331499;11063697;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0020249	FBgn0011300	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0003716	FBgn0010909	9694801;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000063	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0010453	11401396;11180811;11717401;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038630	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0021796	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0026323	21036869;10757786	interaction_from_external_databases	PPI_undirected
FBgn0028360	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0025638	FBgn0023423	23331499;12062088	Interaction_between_pathway_members	PPI_directed
FBgn0000117	FBgn0002643	10545243;21071413	interaction_from_external_databases	PPI_undirected
FBgn0024329	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0029088	FBgn0000711	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0027535	FBgn0029175	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0004106	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0021818	FBgn0010269	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0028969	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031855	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0259680	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0003731	8948575;11014820;21036869;1934068;22110040;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0026064	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0005592	FBgn0003366	9883586;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011300	FBgn0025800	23331499;10357889;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0085352	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004569	FBgn0004635	8026629;21071413	interaction_from_external_databases	PPI_undirected
FBgn0028582	FBgn0004197	23331499;15930117	Interaction_between_pathway_members	PPI_directed
FBgn0053519	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0029892	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0020249	FBgn0003892	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0036516	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004569	FBgn0000117	10924470;10581282;11258709;21071413	interaction_from_external_databases	PPI_undirected
FBgn0024329	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004837	FBgn0000097	11937027;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039943	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024811	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0020510	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003091	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0029996	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004597	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0026598	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0005590	7705627;15797386;9827802;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035101	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0036046	FBgn0013984	23331499;11897402;11250149;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0039015	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0261922	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0014135	FBgn0010333	12588856;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000588	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0041203	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0043900	FBgn0000117	23331499;12015286;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0024889	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0023169	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0029736	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0259168	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0026597	FBgn0000119	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0262866	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0027338	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0027504	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0024179	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000352	FBgn0004859	23331499;15063184;14597665;11914126;11090136;15710747;21036869;9244298;10825151;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0040056	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052666	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0039943	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010583	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026063	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0011648	23331499;10357889;9502733;10075933;9521913;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0014388	FBgn0003079	10457022;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000442	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0010877	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0020251	FBgn0263930	10421372;21071413	interaction_from_external_databases	PPI_undirected
FBgn0013987	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0030697	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0011742	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000721	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0250823	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0041203	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0004360	FBgn0000117	11717401;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000711	FBgn0003733	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0262617	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0027363	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0039015	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0259984	FBgn0000463	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0026598	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0001079	FBgn0000352	11839821;8861096;15063184;11914126;22036573;21036869;14611647;11495917;12163413;15691767;10825151;15710747;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000017	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0040011	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0023083	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003124	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0000097	10226010;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003366	FBgn0000382	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004647	FBgn0003716	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0020386	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003444	FBgn0000352	23331499;14597665	Interaction_between_pathway_members	PPI_directed
FBgn0000042	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0029006	FBgn0001079	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0260945	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0016797	FBgn0004360	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0036292	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010441	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0024846	FBgn0000490	10022918;21071413	interaction_from_external_databases	PPI_undirected
